team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over,Team,Opponent,is_winner,is_toss_winner,team_role,toss_advantage,high_pressure_match
Delhi Capitals,Mumbai Indians,2011-04-10,Delhi Capitals,bat,Mumbai Indians,SL Malinga,Feroz Shah Kotla,Delhi,"DA Warner, V Sehwag, UBT Chand, AJ Finch, NV Ojha, Y Venugopal Rao, IK Pathan, RE van der Merwe, M Morkel, UT Yadav, AB Dinda","DJ Jacobs, SR Tendulkar, AT Rayudu, RG Sharma, KA Pollard, JEC Franklin, R Sathish, Harbhajan Singh, AG Murtaza, MM Patel, SL Malinga",2011,4,League,wickets,8.0,96.0,20.0,N,Mumbai Indians,Delhi Capitals,1,0,Chasing,0,1
Pune Warriors,Punjab Kings,2011-04-10,Punjab Kings,bat,Pune Warriors,SB Wagh,Dr DY Patil Sports Academy,Mumbai,"GC Smith, JD Ryder, M Manhas, RV Uthappa, Yuvraj Singh, MD Mishra, R Sharma, M Kartik, SB Wagh, WD Parnell, AC Thomas","AC Gilchrist, SE Marsh, PC Valthaty, KD Karthik, AM Nayar, Sunny Singh, R McLaren, PP Chawla, P Kumar, NJ Rimmington, BA Bhatt",2011,5,League,wickets,7.0,113.0,20.0,N,Punjab Kings,Pune Warriors,0,1,Defending,0,0
Kolkata Knight Riders,Deccan Chargers,2011-04-11,Kolkata Knight Riders,bat,Kolkata Knight Riders,JH Kallis,Eden Gardens,Kolkata,"JH Kallis, MS Bisla, G Gambhir, MK Tiwary, YK Pathan, EJG Morgan, RN ten Doeschate, Iqbal Abdulla, R Bhatia, L Balaji, JD Unadkat","S Dhawan, IR Jaggi, B Chipli, KC Sangakkara, JP Duminy, DT Christian, DB Ravi Teja, DW Steyn, A Mishra, I Sharma, PP Ojha",2011,6,League,runs,9.0,164.0,20.0,N,Deccan Chargers,Kolkata Knight Riders,0,0,Chasing,0,0
Royal Challengers Bengaluru,Mumbai Indians,2011-04-12,Mumbai Indians,field,Mumbai Indians,SR Tendulkar,M Chinnaswamy Stadium,Bangalore,"MA Agarwal, TM Dilshan, V Kohli, AB de Villiers, AUK Pathan, SS Tiwary, CA Pujara, Z Khan, DL Vettori, DP Nannes, A Mithun","DJ Jacobs, SR Tendulkar, AT Rayudu, RG Sharma, KA Pollard, JEC Franklin, R Sathish, Harbhajan Singh, AG Murtaza, MM Patel, SL Malinga",2011,7,League,wickets,6.0,152.0,20.0,N,Mumbai Indians,Royal Challengers Bengaluru,1,1,Chasing,1,1
Rajasthan Royals,Delhi Capitals,2011-04-12,Delhi Capitals,bat,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,Jaipur,"AG Paunikar, R Dravid, J Botha, AL Menaria, AM Rahane, LRPL Taylor, AS Raut, SK Warne, A Singh, SK Trivedi, SW Tait","DA Warner, V Sehwag, AJ Finch, UBT Chand, NV Ojha, Y Venugopal Rao, IK Pathan, RE van der Merwe, M Morkel, S Nadeem, AB Dinda",2011,8,League,wickets,9.0,141.0,20.0,N,Delhi Capitals,Rajasthan Royals,0,1,Defending,0,0
Pune Warriors,Kochi Tuskers Kerala,2011-04-13,Kochi Tuskers Kerala,bat,Pune Warriors,MD Mishra,Dr DY Patil Sports Academy,Mumbai,"JD Ryder, GC Smith, M Manhas, Yuvraj Singh, RV Uthappa, MD Mishra, WD Parnell, R Sharma, M Kartik, SB Wagh, AC Thomas","BB McCullum, VVS Laxman, PA Patel, DPMD Jayawardene, BJ Hodge, RA Jadeja, RV Gomez, R Vinay Kumar, S Sreesanth, RP Singh, M Muralitharan",2011,9,League,wickets,6.0,189.0,20.0,N,Kochi Tuskers Kerala,Pune Warriors,0,1,Defending,0,0
Punjab Kings,Chennai Super Kings,2011-04-13,Punjab Kings,field,Punjab Kings,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"PC Valthaty, AC Gilchrist, SE Marsh, Sunny Singh, AM Nayar, KD Karthik, R McLaren, P Kumar, RJ Harris, PP Chawla, BA Bhatt","S Anirudha, M Vijay, SK Raina, S Badrinath, MS Dhoni, SB Styris, JA Morkel, R Ashwin, SB Jakati, TG Southee, S Randiv",2011,10,League,wickets,4.0,149.0,20.0,N,Chennai Super Kings,Punjab Kings,0,0,Defending,0,0
Deccan Chargers,Royal Challengers Bengaluru,2011-04-14,Royal Challengers Bengaluru,field,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"S Sohal, S Dhawan, KC Sangakkara, B Chipli, JP Duminy, DT Christian, DB Ravi Teja, A Mishra, DW Steyn, I Sharma, MS Gony","MA Agarwal, TM Dilshan, Z Khan, V Kohli, AB de Villiers, SS Tiwary, CA Pujara, JJ van der Wath, DL Vettori, R Ninan, S Aravind",2011,11,League,runs,33.0,176.0,20.0,N,Royal Challengers Bengaluru,Deccan Chargers,0,1,Chasing,0,0
Mumbai Indians,Kochi Tuskers Kerala,2011-04-15,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,BB McCullum,Wankhede Stadium,Mumbai,"DJ Jacobs, SR Tendulkar, AT Rayudu, KA Pollard, RG Sharma, A Symonds, R Sathish, Harbhajan Singh, AG Murtaza, MM Patel, SL Malinga","BB McCullum, DPMD Jayawardene, RA Jadeja, BJ Hodge, KM Jadhav, PA Patel, NLTC Perera, RV Gomez, R Vinay Kumar, RP Singh, RR Powar",2011,12,League,wickets,9.0,160.0,20.0,N,Kochi Tuskers Kerala,Mumbai Indians,1,1,Chasing,1,1
Rajasthan Royals,Kolkata Knight Riders,2011-04-15,Kolkata Knight Riders,field,Kolkata Knight Riders,G Gambhir,Sawai Mansingh Stadium,Jaipur,"AG Paunikar, R Dravid, AL Menaria, SR Watson, LRPL Taylor, J Botha, AS Raut, SK Warne, A Singh, SK Trivedi, ND Doshi","MS Bisla, JH Kallis, G Gambhir, MK Tiwary, YK Pathan, EJG Morgan, Shakib Al Hasan, Iqbal Abdulla, R Bhatia, B Lee, L Balaji",2011,13,League,wickets,8.0,183.0,20.0,N,Kolkata Knight Riders,Rajasthan Royals,1,1,Chasing,1,1
Chennai Super Kings,Royal Challengers Bengaluru,2011-04-16,Chennai Super Kings,bat,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, JA Morkel, S Badrinath, S Anirudha, R Ashwin, SB Jakati, TG Southee, S Randiv","MA Agarwal, TM Dilshan, AUK Pathan, V Kohli, AB de Villiers, SS Tiwary, CA Pujara, JJ van der Wath, DL Vettori, R Ninan, Z Khan",2011,14,League,runs,21.0,184.0,20.0,N,Royal Challengers Bengaluru,Chennai Super Kings,0,0,Chasing,0,0
Deccan Chargers,Punjab Kings,2011-04-16,Punjab Kings,field,Punjab Kings,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"S Sohal, S Dhawan, KC Sangakkara, JP Duminy, B Chipli, DT Christian, MS Gony, DB Ravi Teja, A Mishra, DW Steyn, I Sharma","AC Gilchrist, PC Valthaty, AM Nayar, KD Karthik, SE Marsh, Sunny Singh, R McLaren, P Kumar, RJ Harris, PP Chawla, VS Malik",2011,15,League,wickets,8.0,166.0,20.0,N,Punjab Kings,Deccan Chargers,1,1,Chasing,1,1
Pune Warriors,Delhi Capitals,2011-04-17,Delhi Capitals,field,Delhi Capitals,Yuvraj Singh,Dr DY Patil Sports Academy,Mumbai,"JD Ryder, GC Smith, M Manhas, Yuvraj Singh, RV Uthappa, MD Mishra, WD Parnell, AA Jhunjhunwala, R Sharma, SB Wagh, AC Thomas","DA Warner, V Sehwag, IK Pathan, NV Ojha, MS Wade, Y Venugopal Rao, AJ Finch, JR Hopes, S Nadeem, AB Dinda, UT Yadav",2011,16,League,wickets,3.0,188.0,20.0,N,Delhi Capitals,Pune Warriors,1,1,Chasing,1,1
Kolkata Knight Riders,Rajasthan Royals,2011-04-17,Kolkata Knight Riders,field,Kolkata Knight Riders,L Balaji,Eden Gardens,Kolkata,"JH Kallis, MS Bisla, G Gambhir, MK Tiwary, YK Pathan, EJG Morgan, Shakib Al Hasan, Iqbal Abdulla, R Bhatia, B Lee, L Balaji","SR Watson, AG Paunikar, FY Fazal, AS Raut, AL Menaria, LRPL Taylor, AM Rahane, SK Warne, A Singh, SW Tait, SK Trivedi",2011,17,League,wickets,8.0,82.0,20.0,N,Rajasthan Royals,Kolkata Knight Riders,0,0,Defending,0,0
Kochi Tuskers Kerala,Chennai Super Kings,2011-04-18,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,BB McCullum,Nehru Stadium,Kochi,"BB McCullum, DPMD Jayawardene, PA Patel, BJ Hodge, RA Jadeja, KM Jadhav, NLTC Perera, RV Gomez, R Vinay Kumar, RP Singh, RR Powar","MEK Hussey, M Vijay, SK Raina, S Badrinath, MS Dhoni, JA Morkel, S Anirudha, R Ashwin, SB Jakati, TG Southee, DE Bollinger",2011,18,League,wickets,7.0,135.0,17.0,N,Chennai Super Kings,Kochi Tuskers Kerala,0,0,Defending,0,0
Delhi Capitals,Deccan Chargers,2011-04-19,Deccan Chargers,bat,Deccan Chargers,S Sohal,Feroz Shah Kotla,Delhi,"DA Warner, V Sehwag, NV Ojha, AJ Finch, Y Venugopal Rao, IK Pathan, JR Hopes, Y Nagar, M Morkel, S Nadeem, AB Dinda","S Sohal, S Dhawan, KC Sangakkara, CL White, DT Christian, B Chipli, DB Ravi Teja, A Mishra, DW Steyn, PP Ojha, Harmeet Singh",2011,19,League,runs,16.0,169.0,20.0,N,Deccan Chargers,Delhi Capitals,1,1,Defending,1,1
Kolkata Knight Riders,Kochi Tuskers Kerala,2011-04-20,Kolkata Knight Riders,field,Kochi Tuskers Kerala,DPMD Jayawardene,Eden Gardens,Kolkata,"MS Bisla, JH Kallis, G Gambhir, MK Tiwary, EJG Morgan, Shakib Al Hasan, YK Pathan, R Bhatia, B Lee, Iqbal Abdulla, L Balaji","BB McCullum, DPMD Jayawardene, PA Patel, BJ Hodge, RA Jadeja, KM Jadhav, RV Gomez, R Vinay Kumar, RR Powar, RP Singh, M Muralitharan",2011,20,League,wickets,7.0,119.0,20.0,N,Kochi Tuskers Kerala,Kolkata Knight Riders,1,0,Defending,0,1
Mumbai Indians,Pune Warriors,2011-04-20,Pune Warriors,bat,Mumbai Indians,MM Patel,Wankhede Stadium,Mumbai,"JEC Franklin, SR Tendulkar, AT Rayudu, RG Sharma, A Symonds, KA Pollard, R Sathish, AN Ahmed, AG Murtaza, MM Patel, SL Malinga","JD Ryder, TD Paine, M Manhas, RV Uthappa, Yuvraj Singh, MD Mishra, M Kartik, WD Parnell, R Sharma, SB Wagh, AC Thomas",2011,21,League,runs,6.0,133.0,20.0,N,Pune Warriors,Mumbai Indians,0,1,Defending,0,0
Punjab Kings,Rajasthan Royals,2011-04-21,Rajasthan Royals,field,Punjab Kings,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"AC Gilchrist, PC Valthaty, SE Marsh, KD Karthik, AM Nayar, R McLaren, Sunny Singh, PP Chawla, RJ Harris, P Kumar, BA Bhatt","SA Asnodkar, R Dravid, SR Watson, STR Binny, LRPL Taylor, AL Menaria, AS Raut, DH Yagnik, SK Warne, SW Tait, SK Trivedi",2011,22,League,runs,48.0,196.0,20.0,N,Rajasthan Royals,Punjab Kings,0,1,Chasing,0,0
Mumbai Indians,Chennai Super Kings,2011-04-22,Chennai Super Kings,field,Mumbai Indians,Harbhajan Singh,Wankhede Stadium,Mumbai,"R Sathish, SR Tendulkar, AT Rayudu, RG Sharma, A Symonds, KA Pollard, JEC Franklin, Harbhajan Singh, AN Ahmed, MM Patel, SL Malinga","MEK Hussey, M Vijay, SK Raina, S Badrinath, MS Dhoni, S Anirudha, JA Morkel, R Ashwin, Joginder Sharma, S Randiv, DE Bollinger",2011,23,League,runs,8.0,165.0,20.0,N,Chennai Super Kings,Mumbai Indians,0,1,Chasing,0,0
Kolkata Knight Riders,Royal Challengers Bengaluru,2011-04-22,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,CH Gayle,Eden Gardens,Kolkata,"JH Kallis, BJ Haddin, G Gambhir, YK Pathan, EJG Morgan, MK Tiwary, Shakib Al Hasan, R Bhatia, Iqbal Abdulla, JD Unadkat, L Balaji","TM Dilshan, CH Gayle, V Kohli, AB de Villiers, SS Tiwary, CA Pujara, Z Khan, AUK Pathan, DL Vettori, S Aravind, J Syed Mohammad",2011,24,League,wickets,9.0,172.0,20.0,N,Royal Challengers Bengaluru,Kolkata Knight Riders,1,1,Chasing,1,1
Delhi Capitals,Punjab Kings,2011-04-23,Punjab Kings,field,Delhi Capitals,DA Warner,Feroz Shah Kotla,Delhi,"DA Warner, V Sehwag, Y Nagar, Y Venugopal Rao, AJ Finch, NV Ojha, IK Pathan, JR Hopes, AB Agarkar, M Morkel, VR Aaron","AC Gilchrist, PC Valthaty, SE Marsh, KD Karthik, DJ Hussey, AM Nayar, Sunny Singh, RJ Harris, PP Chawla, P Kumar, SJ Srivastava",2011,25,League,runs,29.0,232.0,20.0,N,Punjab Kings,Delhi Capitals,0,1,Chasing,0,0
Deccan Chargers,Mumbai Indians,2011-04-24,Deccan Chargers,field,Mumbai Indians,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"S Sohal, S Dhawan, KC Sangakkara, CL White, B Chipli, DT Christian, DB Ravi Teja, A Mishra, DW Steyn, I Sharma, PP Ojha","DJ Jacobs, SR Tendulkar, AT Rayudu, KA Pollard, RG Sharma, A Symonds, R Sathish, Harbhajan Singh, AN Ahmed, MM Patel, SL Malinga",2011,26,League,runs,37.0,173.0,20.0,N,Mumbai Indians,Deccan Chargers,1,0,Defending,0,0
Rajasthan Royals,Kochi Tuskers Kerala,2011-04-24,Rajasthan Royals,field,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,Jaipur,"SR Watson, R Dravid, J Botha, LRPL Taylor, AL Menaria, AM Rahane, A Singh, DH Yagnik, SK Warne, STR Binny, SK Trivedi","DPMD Jayawardene, VVS Laxman, PA Patel, BJ Hodge, RA Jadeja, RV Gomez, NLTC Perera, KM Jadhav, R Vinay Kumar, M Muralitharan, RP Singh",2011,27,League,wickets,8.0,110.0,20.0,N,Kochi Tuskers Kerala,Rajasthan Royals,0,0,Defending,0,0
Chennai Super Kings,Pune Warriors,2011-04-25,Pune Warriors,field,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai,"M Vijay, MEK Hussey, SK Raina, MS Dhoni, JA Morkel, S Badrinath, S Anirudha, R Ashwin, DE Bollinger, SB Jakati, S Randiv","JD Ryder, MD Mishra, MK Pandey, RV Uthappa, Yuvraj Singh, M Manhas, NL McCullum, R Sharma, JE Taylor, M Kartik, AC Thomas",2011,28,League,runs,25.0,143.0,20.0,N,Pune Warriors,Chennai Super Kings,0,1,Chasing,0,0
Delhi Capitals,Royal Challengers Bengaluru,2011-04-26,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,V Kohli,Feroz Shah Kotla,Delhi,"DA Warner, V Sehwag, JR Hopes, MS Wade, Y Venugopal Rao, NV Ojha, IK Pathan, Y Nagar, M Morkel, AB Dinda, UT Yadav","CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, CA Pujara, DL Vettori, A Mithun, J Syed Mohammad, Z Khan, S Aravind",2011,29,League,wickets,3.0,161.0,20.0,N,Royal Challengers Bengaluru,Delhi Capitals,1,1,Chasing,1,1
Kochi Tuskers Kerala,Deccan Chargers,2011-04-27,Kochi Tuskers Kerala,field,Deccan Chargers,I Sharma,Nehru Stadium,Kochi,"BB McCullum, DPMD Jayawardene, PA Patel, RV Gomez, BJ Hodge, KM Jadhav, RA Jadeja, NLTC Perera, R Vinay Kumar, S Sreesanth, RP Singh","S Sohal, S Dhawan, B Chipli, KC Sangakkara, CL White, DT Christian, DB Ravi Teja, A Mishra, MS Gony, DW Steyn, I Sharma",2011,30,League,wickets,8.0,142.0,20.0,N,Deccan Chargers,Kochi Tuskers Kerala,1,0,Defending,0,1
Pune Warriors,Chennai Super Kings,2011-04-27,Pune Warriors,bat,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy,Mumbai,"JD Ryder, MD Mishra, MK Pandey, M Manhas, Yuvraj Singh, RV Uthappa, MR Marsh, JE Taylor, M Kartik, R Sharma, AC Thomas","MEK Hussey, M Vijay, S Badrinath, SK Raina, MS Dhoni, S Anirudha, R Ashwin, KMDN Kulasekara, DE Bollinger, SB Jakati, TG Southee",2011,31,League,runs,55.0,130.0,20.0,N,Chennai Super Kings,Pune Warriors,1,0,Chasing,0,0
Delhi Capitals,Kolkata Knight Riders,2011-04-28,Delhi Capitals,field,Kolkata Knight Riders,MK Tiwary,Feroz Shah Kotla,Delhi,"DA Warner, V Sehwag, JR Hopes, IK Pathan, TR Birt, Y Venugopal Rao, NV Ojha, Y Nagar, AB Agarkar, M Morkel, UT Yadav","JH Kallis, SP Goswami, G Gambhir, MK Tiwary, YK Pathan, EJG Morgan, RN ten Doeschate, B Lee, L Balaji, Iqbal Abdulla, JD Unadkat",2011,32,League,runs,17.0,149.0,20.0,N,Kolkata Knight Riders,Delhi Capitals,1,0,Defending,0,1
Royal Challengers Bengaluru,Pune Warriors,2011-04-29,Pune Warriors,field,Royal Challengers Bengaluru,V Kohli,M Chinnaswamy Stadium,Bangalore,"CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, M Kaif, A Mithun, Z Khan, DL Vettori, S Aravind, J Syed Mohammad","JD Ryder, TD Paine, MK Pandey, Yuvraj Singh, RV Uthappa, M Manhas, Harpreet Singh, R Sharma, JE Taylor, AC Thomas, Kamran Khan",2011,33,League,wickets,7.0,95.0,20.0,N,Pune Warriors,Royal Challengers Bengaluru,0,1,Chasing,0,0
Rajasthan Royals,Mumbai Indians,2011-04-29,Rajasthan Royals,field,Rajasthan Royals,J Botha,Sawai Mansingh Stadium,Jaipur,"SR Watson, R Dravid, J Botha, LRPL Taylor, AL Menaria, AM Rahane, A Singh, DH Yagnik, SK Warne, STR Binny, SK Trivedi","DJ Jacobs, SR Tendulkar, AT Rayudu, RG Sharma, A Symonds, KA Pollard, R Sathish, Harbhajan Singh, SL Malinga, AG Murtaza, MM Patel",2011,34,League,runs,26.0,182.0,20.0,N,Mumbai Indians,Rajasthan Royals,0,0,Defending,0,0
Kolkata Knight Riders,Punjab Kings,2011-04-30,Kolkata Knight Riders,field,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens,Kolkata,"JH Kallis, EJG Morgan, G Gambhir, MK Tiwary, SP Goswami, YK Pathan, R Bhatia, RN ten Doeschate, Iqbal Abdulla, L Balaji, B Lee","AC Gilchrist, PC Valthaty, SE Marsh, KD Karthik, AM Nayar, DJ Hussey, Bipul Sharma, P Kumar, PP Chawla, BA Bhatt, RJ Harris",2011,35,League,runs,38.0,158.0,20.0,N,Punjab Kings,Kolkata Knight Riders,0,0,Defending,0,0
Kochi Tuskers Kerala,Delhi Capitals,2011-04-30,Delhi Capitals,bat,Delhi Capitals,V Sehwag,Nehru Stadium,Kochi,"BB McCullum, M Klinger, PA Patel, DPMD Jayawardene, BJ Hodge, RA Jadeja, B Akhil, R Vinay Kumar, RR Powar, S Sreesanth, RP Singh","DA Warner, V Sehwag, NV Ojha, Y Venugopal Rao, Y Nagar, TR Birt, IK Pathan, RE van der Merwe, M Morkel, AB Agarkar, UT Yadav",2011,36,League,wickets,8.0,120.0,20.0,N,Delhi Capitals,Kochi Tuskers Kerala,1,1,Defending,1,1
